epoch,train_loss,val_loss,test_loss,learning_rate,train_accuracy,train_f1_weighted,train_precision_weighted,train_recall_weighted,val_accuracy,val_f1_weighted,val_precision_weighted,val_recall_weighted,test_accuracy,test_f1_weighted,test_precision_weighted,test_recall_weighted,train_f1_MI,train_f1_NORM,train_precision_MI,train_precision_NORM,train_recall_MI,train_recall_NORM,val_f1_MI,val_f1_NORM,val_precision_MI,val_precision_NORM,val_recall_MI,val_recall_NORM,test_f1_MI,test_f1_NORM,test_precision_MI,test_precision_NORM,test_recall_MI,test_recall_NORM,train_loss_MI,train_loss_NORM,val_loss_MI,val_loss_NORM,test_loss_MI,test_loss_NORM
1,0.28062409295289564,0.3075516378643059,0.33700244397867807,0.001,0.7969195828571839,0.8106510267662957,0.8539558085492538,0.8069672337336582,0.8949816260909509,0.8952693045286877,0.8958457283831157,0.8951538814882867,0.8898968136976981,0.8896741730852514,0.8911381682360417,0.8901235967796802,0.7927651988156665,0.8216417414423397,0.678629053945033,0.9616928582542399,0.9530562531865476,0.7171965653283825,0.8592890885154495,0.917203269854318,0.878264999208485,0.9065631488670217,0.8411158277744087,0.9280961182994455,0.8514607261234872,0.9134727582802262,0.8902321083172147,0.8917024445807412,0.8159255429162358,0.9363326892998436,0.296238511800766,0.26489490270614624,0.3251715302467346,0.28579238057136536,0.35856083035469055,0.31547868251800537
2,0.16784381966377956,0.2900201287775116,0.277754374562322,0.001,0.9027505264595327,0.9087311423768968,0.9176351827565133,0.9071706303858786,0.8400895728066146,0.8442162491903016,0.8683246026874022,0.8402044097381718,0.8486222927769589,0.8523431675992047,0.8722576423406679,0.8486222927769589,0.8884624777587831,0.9211860933188957,0.8255450198557419,0.9742239360256726,0.9617614290839738,0.8736249709909492,0.8193955496512787,0.859347241256789,0.7291642038065965,0.9531584281049431,0.9351121892055791,0.782347504621072,0.8287009658978908,0.867067067067067,0.7462721893491124,0.9507189112062342,0.9315999409070764,0.7969454411629405,0.17765428125858307,0.15774741768836975,0.30444812774658203,0.27171748876571655,0.2940467894077301,0.26218944787979126
3,0.12628646221699735,0.35639686789344904,0.3538873565684966,0.001,0.9282936961412134,0.9321382120244657,0.9374437790025019,0.9311110631967054,0.8856798346348186,0.8856511798181054,0.8859722691614447,0.8861966008268259,0.8897267263862116,0.8894001025467929,0.8910251021281874,0.8898401179272026,0.9154745498999778,0.9423779144510903,0.8650156255250513,0.9819503666528308,0.9721849802670091,0.9058714318867487,0.8451275649527971,0.9103548548321141,0.8705995820607619,0.8953436410760568,0.8211036992116434,0.9258780036968577,0.8510539726662034,0.9132813200609811,0.891459074733096,0.8907548325024053,0.8141527552075639,0.9369767227895851,0.1337837427854538,0.11861411482095718,0.37570711970329285,0.3322213888168335,0.37583523988723755,0.3333115875720978
4,0.09894542774784298,0.3287500965559353,0.2996957464808306,0.001,0.9455069463909672,0.948229974777327,0.9514328387404054,0.9475193514306044,0.8656407900780891,0.8680274823124283,0.8791628493673249,0.865927882406982,0.8747590429753941,0.8766645594427444,0.8850945679994862,0.8750992175983672,0.9347176993784786,0.9565331723672179,0.8948186528497409,0.9862218552432126,0.9783409181033669,0.928579716871664,0.8395318235334857,0.885398773006135,0.7727910238429172,0.9440083725798012,0.9188902365069739,0.833641404805915,0.8496857064771796,0.893466459868166,0.7903902377017923,0.9440745672436751,0.9185994977101493,0.8480080964210139,0.10472003370523453,0.09299696981906891,0.3456194996833801,0.3074224293231964,0.31796205043792725,0.28284963965415955
5,0.0781317229919926,0.5422435984251611,0.501545190615156,0.0005,0.9583216541969426,0.9602246373914266,0.9621704294674776,0.9597662735289678,0.793752870923289,0.796529206274898,0.8505485199138746,0.7938102893890675,0.7850663340514797,0.7872170097536063,0.8482785329041235,0.7852931171334618,0.9494804010938924,0.9668268945463178,0.9178048393634457,0.9894327705575124,0.9834205109806069,0.9452309120445579,0.7802811713426239,0.8064342005829644,0.6556277726194161,0.9693745133662082,0.9634627046694967,0.6903881700554528,0.7767001774098167,0.7937666866452351,0.6475692732472142,0.9732763228220203,0.97015807357069,0.6701628484681204,0.08345644921064377,0.07383037358522415,0.5678398013114929,0.5097815990447998,0.5291486382484436,0.4765549302101135
6,0.06460465993541079,0.4466188899438711,0.4319428250857634,0.0005,0.9651135212057181,0.9667745936582045,0.9681887367647762,0.96652939189432,0.8872301332108407,0.8875703654922883,0.8877235166236074,0.887459807073955,0.8967570019276562,0.8969292924165055,0.8970940839444432,0.8968703934686473,0.9575912876361307,0.9724176702074149,0.9290572336760606,0.992234768431858,0.9879336065109429,0.953376653515897,0.8523651702319975,0.9090318689984692,0.8470059880239521,0.9125454037440626,0.8577926015767131,0.9055452865064695,0.8647962990598418,0.9169410903768752,0.8736619930649782,0.91168713051387,0.8561087309794652,0.9222559573097802,0.0683504268527031,0.06074322760105133,0.47102588415145874,0.41610187292099,0.4592534899711609,0.4058206379413605
7,0.0365615413784135,0.5096698947290335,0.47205151470188167,0.0005,0.9815002479570495,0.9823097775649566,0.9827054855570792,0.9822261512034901,0.8905604042259991,0.8905055948549762,0.8905450560825209,0.8907326596233348,0.9010091847148203,0.900576699459345,0.9010534160144398,0.9010091847148203,0.9770963995354239,0.9855133614627285,0.9618058096143997,0.9955481884915937,0.9928810166739053,0.9756788117892783,0.8534237079257491,0.913111151803699,0.8673868795991858,0.9046625544267054,0.8399029714978775,0.9217190388170056,0.8673965936739659,0.9212406185007687,0.8936236879210403,0.905680504933772,0.8426650908553701,0.9373447419265801,0.03873895853757858,0.03431752696633339,0.5375530123710632,0.47481387853622437,0.5017743706703186,0.4434654414653778
8,0.02628778103255073,0.49605807524394663,0.44407493076109267,0.00025,0.9867325010601062,0.9872905385500145,0.9875403256024148,0.9871996665157363,0.8793063849333945,0.8802939674276367,0.8824998380953882,0.8793063849333945,0.8918244698945459,0.892667686740441,0.8941300910091118,0.8918811656650414,0.983467911318553,0.9896395159263955,0.9724745237040319,0.9967981542300856,0.9947126914288952,0.9825829658853562,0.8463343108504399,0.90099617581795,0.8194207836456558,0.9209535759096612,0.8750758035172832,0.8818853974121996,0.8632398529305746,0.9109947643979057,0.843001971275697,0.9259716810795401,0.8844733343182154,0.8964946177201214,0.02776532992720604,0.024762380868196487,0.5240220427513123,0.46130701899528503,0.47355586290359497,0.41760149598121643
9,0.01294396190901954,0.652689869309046,0.6619276219531378,0.00025,0.9931075127392426,0.993550341689116,0.9936078786233172,0.9935459295514493,0.8949816260909509,0.8939954808453839,0.8960281074670267,0.8950390445567294,0.8931851683864384,0.8915991614789268,0.896103786113804,0.8932418641569339,0.9915865497350279,0.9947570779447745,0.9851093965485109,0.9988301357042583,0.9981494420001134,0.9907171037363658,0.8540566490638503,0.9183426651735722,0.9042697390715012,0.8910039113428944,0.8091267434808975,0.9474121996303142,0.8502230720203952,0.9173673783843276,0.9227044786443023,0.8795373965895661,0.7882996011227655,0.9585978470880486,0.0136414160951972,0.012223209254443645,0.6903238892555237,0.6061234474182129,0.7052737474441528,0.6194535493850708
10,0.007891457931497878,0.6064013555566495,0.5509972849220616,0.00025,0.9959895642424373,0.9962006801937507,0.9962743950495112,0.9961476817812659,0.8782154340836013,0.8793197923828026,0.8820832721956413,0.8783302710151585,0.8902936840911668,0.891306581664631,0.8929802970962668,0.8903503798616623,0.9950632375758146,0.9968996306314167,0.9910466771559152,0.9994867906922493,0.9991124874898503,0.9943258296588535,0.8461818446531266,0.8995210773388971,0.813891611819073,0.923653715064758,0.8811400848999393,0.8766173752310537,0.861589451689603,0.9098138272990925,0.8409282700421941,0.9253972785231707,0.8832914758457675,0.8947465268193946,0.008484074845910072,0.007635415531694889,0.6405864357948303,0.5639177560806274,0.5863446593284607,0.516620934009552
