epoch,train_loss,val_loss
1,0.43465841670584493,0.40341657766758116
2,0.35046823913446495,0.3987215630439321
3,0.3235787833722239,0.36300137544611516
4,0.30197280828189693,0.3788501408093462
5,0.28613501595295276,0.38193074843645763
6,0.2733068110386847,0.4075278821440356
7,0.2562477486428319,0.3605298153840818
8,0.24125262311291454,0.34332202440205845
9,0.2258324086582373,0.3648633915802528
10,0.20887945959437398,0.45421308359584295
