epoch,train_loss,val_loss,val_accuracy,val_f1_weighted,val_precision_weighted,val_recall_weighted,val_f1_MI,val_precision_MI,val_recall_MI,val_f1_NORM,val_precision_NORM,val_recall_NORM,val_f1_OTHER,val_precision_OTHER,val_recall_OTHER
1,0.4320990905511075,0.38611416006243793,0.6318732525629077,0.7472914100364759,0.7189612993696184,0.7865796831314072,0.6875957120980092,0.5861618798955613,0.8314814814814815,0.8288572933122696,0.8336864406779662,0.8240837696335078,0.6771535580524345,0.6608187134502924,0.6943164362519201
2,0.3479925056680029,0.38106678366549973,0.6589002795899348,0.7601890899410089,0.7185610749594639,0.809878844361603,0.708505367464905,0.639344262295082,0.7944444444444444,0.8411311053984576,0.8262626262626263,0.856544502617801,0.6843205574912892,0.6262755102040817,0.7542242703533026
3,0.32190468630336316,0.36928714432676374,0.532618825722274,0.6811161754582556,0.7086397309822421,0.7348555452003728,0.6381074168797954,0.4873046875,0.924074074074074,0.7100515463917526,0.9229480737018425,0.5769633507853403,0.674344209852847,0.5778508771929824,0.8095238095238095
4,0.2972593370853836,0.41168945677793706,0.48928238583411,0.6064637579440441,0.7028042551922399,0.66309412861137,0.6184690157958688,0.4602169981916817,0.9425925925925925,0.5710102489019033,0.948905109489051,0.4083769633507853,0.6485148514851485,0.5430051813471503,0.804915514592934
5,0.28451730308823553,0.4213009250019603,0.67381174277726,0.758358206507803,0.7417267634711221,0.7903075489282386,0.7103935418768921,0.7804878048780488,0.6518518518518519,0.8479834539813857,0.8375893769152196,0.8586387434554974,0.6666666666666666,0.5689467969598263,0.804915514592934
6,0.2702149060439014,0.3456806512714432,0.6798695246971109,0.7551574342095445,0.747100352127658,0.7837837837837838,0.7092198581560284,0.6172839506172839,0.8333333333333334,0.8103151862464183,0.8949367088607595,0.7403141361256544,0.7123473541383989,0.637910085054678,0.8064516129032258
